PopName,Area,Year,YearReg,Month,Vital,RefCode,Access,Births,Note1,Note2,Note3,LDB
USA,01,1968,1968,5,1,257,O,288468,.,.,.,1
USA,01,1968,1968,6,1,257,O,287432,.,.,.,1
USA,01,1968,1968,7,1,257,O,308396,.,.,.,1
USA,01,1968,1968,8,1,257,O,311676,.,.,.,1
USA,01,1968,1968,9,1,257,O,305752,.,.,.,1
USA,01,1968,1968,10,1,257,O,304288,.,.,.,1
USA,01,1968,1968,11,1,257,O,291584,.,.,.,1
USA,01,1968,1968,12,1,257,O,304766,.,.,.,1
USA,01,1968,1968,TOT,1,257,O,3501564,.,.,.,1
USA,01,1969,1969,1,1,257,O,293940,.,.,.,1
USA,01,1969,1969,2,1,257,O,270786,.,.,.,1
USA,01,1969,1969,3,1,257,O,296550,.,.,.,1
USA,01,1969,1969,4,1,257,O,282638,.,.,.,1
USA,01,1969,1969,5,1,257,O,289124,.,.,.,1
USA,01,1969,1969,6,1,257,O,291610,.,.,.,1
USA,01,1969,1969,7,1,257,O,318356,.,.,.,1
USA,01,1969,1969,8,1,257,O,321034,.,.,.,1
USA,01,1969,1969,9,1,257,O,312620,.,.,.,1
USA,01,1969,1969,10,1,257,O,311972,.,.,.,1
USA,01,1969,1969,11,1,257,O,297054,.,.,.,1
USA,01,1969,1969,12,1,257,O,314522,.,.,.,1
USA,01,1969,1969,TOT,1,257,O,3600206,.,.,.,1
USA,01,1970,1970,1,1,257,O,301870,.,.,.,1
USA,01,1970,1970,2,1,257,O,281100,.,.,.,1
USA,01,1970,1970,3,1,257,O,307068,.,.,.,1
USA,01,1970,1970,4,1,257,O,286624,.,.,.,1
USA,01,1970,1970,5,1,257,O,297648,.,.,.,1
USA,01,1970,1970,6,1,257,O,302798,.,.,.,1
USA,01,1970,1970,7,1,257,O,329904,.,.,.,1
USA,01,1970,1970,8,1,257,O,330712,.,.,.,1
USA,01,1970,1970,9,1,257,O,331830,.,.,.,1
USA,01,1970,1970,10,1,257,O,323764,.,.,.,1
USA,01,1970,1970,11,1,257,O,309012,.,.,.,1
USA,01,1970,1970,12,1,257,O,329056,.,.,.,1
USA,01,1970,1970,TOT,1,257,O,3731386,.,.,.,1
USA,01,1971,1971,1,1,257,O,312190,.,.,.,1
USA,01,1971,1971,2,1,257,O,283444,.,.,.,1
USA,01,1971,1971,3,1,257,O,307718,.,.,.,1
USA,01,1971,1971,4,1,257,O,285730,.,.,.,1
USA,01,1971,1971,5,1,257,O,284332,.,.,.,1
USA,01,1971,1971,6,1,257,O,284944,.,.,.,1
USA,01,1971,1971,7,1,257,O,304912,.,.,.,1
USA,01,1971,1971,8,1,257,O,312416,.,.,.,1
USA,01,1971,1971,9,1,257,O,310822,.,.,.,1
USA,01,1971,1971,10,1,257,O,302542,.,.,.,1
USA,01,1971,1971,11,1,257,O,281112,.,.,.,1
USA,01,1971,1971,12,1,257,O,285808,.,.,.,1
USA,01,1971,1971,TOT,1,257,O,3555970,.,.,.,1
USA,01,1972,1972,1,1,257,O,275912,.,.,.,1
USA,01,1972,1972,2,1,257,O,262305,.,.,.,1
USA,01,1972,1972,3,1,257,O,273054,.,.,.,1
USA,01,1972,1972,4,1,257,O,254538,.,.,.,1
USA,01,1972,1972,5,1,257,O,269698,.,.,.,1
USA,01,1972,1972,6,1,257,O,259620,.,.,.,1
USA,01,1972,1972,7,1,257,O,277654,.,.,.,1
USA,01,1972,1972,8,1,257,O,287834,.,.,.,1
USA,01,1972,1972,9,1,257,O,282333,.,.,.,1
USA,01,1972,1972,10,1,257,O,275130,.,.,.,1
USA,01,1972,1972,11,1,257,O,263987,.,.,.,1
USA,01,1972,1972,12,1,257,O,276346,.,.,.,1
USA,01,1972,1972,TOT,1,257,O,3258411,.,.,.,1
USA,01,1973,1973,1,1,257,O,265775,.,.,.,1
USA,01,1973,1973,2,1,257,O,241045,.,.,.,1
USA,01,1973,1973,3,1,257,O,268849,.,.,.,1
USA,01,1973,1973,4,1,257,O,247455,.,.,.,1
USA,01,1973,1973,5,1,257,O,254545,.,.,.,1
USA,01,1973,1973,6,1,257,O,254096,.,.,.,1
USA,01,1973,1973,7,1,257,O,275163,.,.,.,1
USA,01,1973,1973,8,1,257,O,281300,.,.,.,1
USA,01,1973,1973,9,1,257,O,270738,.,.,.,1
USA,01,1973,1973,10,1,257,O,265494,.,.,.,1
USA,01,1973,1973,11,1,257,O,251973,.,.,.,1
USA,01,1973,1973,12,1,257,O,260532,.,.,.,1
USA,01,1973,1973,TOT,1,257,O,3136965,.,.,.,1
USA,01,1974,1974,1,1,257,O,257455,.,.,.,1
USA,01,1974,1974,2,1,257,O,236551,.,.,.,1
USA,01,1974,1974,3,1,257,O,257951,.,.,.,1
USA,01,1974,1974,4,1,257,O,246469,.,.,.,1
USA,01,1974,1974,5,1,257,O,256986,.,.,.,1
USA,01,1974,1974,6,1,257,O,250525,.,.,.,1
USA,01,1974,1974,7,1,257,O,279630,.,.,.,1
USA,01,1974,1974,8,1,257,O,286496,.,.,.,1
USA,01,1974,1974,9,1,257,O,283718,.,.,.,1
USA,01,1974,1974,10,1,257,O,280280,.,.,.,1
USA,01,1974,1974,11,1,257,O,258011,.,.,.,1
USA,01,1974,1974,12,1,257,O,265886,.,.,.,1
USA,01,1974,1974,TOT,1,257,O,3159958,.,.,.,1
USA,01,1975,1975,1,1,257,O,259173,.,.,.,1
USA,01,1975,1975,2,1,257,O,238153,.,.,.,1
USA,01,1975,1975,3,1,257,O,261608,.,.,.,1
USA,01,1975,1975,4,1,257,O,250992,.,.,.,1
USA,01,1975,1975,5,1,257,O,261572,.,.,.,1
USA,01,1975,1975,6,1,257,O,255734,.,.,.,1
USA,01,1975,1975,7,1,257,O,279744,.,.,.,1
USA,01,1975,1975,8,1,257,O,279937,.,.,.,1
USA,01,1975,1975,9,1,257,O,273750,.,.,.,1
USA,01,1975,1975,10,1,257,O,267841,.,.,.,1
USA,01,1975,1975,11,1,257,O,249907,.,.,.,1
USA,01,1975,1975,12,1,257,O,265787,.,.,.,1
USA,01,1975,1975,TOT,1,257,O,3144198,.,.,.,1
USA,01,1976,1976,1,1,257,O,257181,.,.,.,1
USA,01,1976,1976,2,1,257,O,242868,.,.,.,1
USA,01,1976,1976,3,1,257,O,258146,.,.,.,1
USA,01,1976,1976,4,1,257,O,243611,.,.,.,1
USA,01,1976,1976,5,1,257,O,251603,.,.,.,1
USA,01,1976,1976,6,1,257,O,256556,.,.,.,1
USA,01,1976,1976,7,1,257,O,277250,.,.,.,1
USA,01,1976,1976,8,1,257,O,281987,.,.,.,1
USA,01,1976,1976,9,1,257,O,282457,.,.,.,1
USA,01,1976,1976,10,1,257,O,278295,.,.,.,1
USA,01,1976,1976,11,1,257,O,263506,.,.,.,1
USA,01,1976,1976,12,1,257,O,274328,.,.,.,1
USA,01,1976,1976,TOT,1,257,O,3167788,.,.,.,1
USA,01,1977,1977,1,1,257,O,271480,.,.,.,1
USA,01,1977,1977,2,1,257,O,253322,.,.,.,1
USA,01,1977,1977,3,1,257,O,281027,.,.,.,1
USA,01,1977,1977,4,1,257,O,262403,.,.,.,1
USA,01,1977,1977,5,1,257,O,274767,.,.,.,1
USA,01,1977,1977,6,1,257,O,273321,.,.,.,1
USA,01,1977,1977,7,1,257,O,291087,.,.,.,1
USA,01,1977,1977,8,1,257,O,299200,.,.,.,1
USA,01,1977,1977,9,1,257,O,292435,.,.,.,1
USA,01,1977,1977,10,1,257,O,285850,.,.,.,1
USA,01,1977,1977,11,1,257,O,269025,.,.,.,1
USA,01,1977,1977,12,1,257,O,272715,.,.,.,1
USA,01,1977,1977,TOT,1,257,O,3326632,.,.,.,1
USA,01,1978,1978,1,1,257,O,270695,.,.,.,1
USA,01,1978,1978,2,1,257,O,249898,.,.,.,1
USA,01,1978,1978,3,1,257,O,276584,.,.,.,1
USA,01,1978,1978,4,1,257,O,254585,.,.,.,1
USA,01,1978,1978,5,1,257,O,270818,.,.,.,1
USA,01,1978,1978,6,1,257,O,270704,.,.,.,1
USA,01,1978,1978,7,1,257,O,294704,.,.,.,1
USA,01,1978,1978,8,1,257,O,302805,.,.,.,1
USA,01,1978,1978,9,1,257,O,293903,.,.,.,1
USA,01,1978,1978,10,1,257,O,288965,.,.,.,1
USA,01,1978,1978,11,1,257,O,274679,.,.,.,1
USA,01,1978,1978,12,1,257,O,284939,.,.,.,1
USA,01,1978,1978,TOT,1,257,O,3333279,.,.,.,1
USA,01,1979,1979,1,1,257,O,284463,.,.,.,1
USA,01,1979,1979,2,1,257,O,260981,.,.,.,1
USA,01,1979,1979,3,1,257,O,288637,.,.,.,1
USA,01,1979,1979,4,1,257,O,271159,.,.,.,1
USA,01,1979,1979,5,1,257,O,287126,.,.,.,1
USA,01,1979,1979,6,1,257,O,282277,.,.,.,1
USA,01,1979,1979,7,1,257,O,311157,.,.,.,1
USA,01,1979,1979,8,1,257,O,318023,.,.,.,1
USA,01,1979,1979,9,1,257,O,306666,.,.,.,1
USA,01,1979,1979,10,1,257,O,304119,.,.,.,1
USA,01,1979,1979,11,1,257,O,288271,.,.,.,1
USA,01,1979,1979,12,1,257,O,291519,.,.,.,1
USA,01,1979,1979,TOT,1,257,O,3494398,.,.,.,1
USA,01,1980,1980,1,1,257,O,292009,.,.,.,1
USA,01,1980,1980,2,1,257,O,279961,.,.,.,1
USA,01,1980,1980,3,1,257,O,297309,.,.,.,1
USA,01,1980,1980,4,1,257,O,286780,.,.,.,1
USA,01,1980,1980,5,1,257,O,293687,.,.,.,1
USA,01,1980,1980,6,1,257,O,293018,.,.,.,1
USA,01,1980,1980,7,1,257,O,321836,.,.,.,1
USA,01,1980,1980,8,1,257,O,323129,.,.,.,1
USA,01,1980,1980,9,1,257,O,320536,.,.,.,1
USA,01,1980,1980,10,1,257,O,311312,.,.,.,1
USA,01,1980,1980,11,1,257,O,289580,.,.,.,1
USA,01,1980,1980,12,1,257,O,303101,.,.,.,1
USA,01,1980,1980,TOT,1,257,O,3612258,.,.,.,1
USA,01,1981,1981,1,1,257,O,294632,.,.,.,1
USA,01,1981,1981,2,1,257,O,273234,.,.,.,1
USA,01,1981,1981,3,1,257,O,301691,.,.,.,1
USA,01,1981,1981,4,1,257,O,285578,.,.,.,1
USA,01,1981,1981,5,1,257,O,296323,.,.,.,1
USA,01,1981,1981,6,1,257,O,297935,.,.,.,1
USA,01,1981,1981,7,1,257,O,326182,.,.,.,1
USA,01,1981,1981,8,1,257,O,329870,.,.,.,1
USA,01,1981,1981,9,1,257,O,319971,.,.,.,1
USA,01,1981,1981,10,1,257,O,309106,.,.,.,1
USA,01,1981,1981,11,1,257,O,290843,.,.,.,1
USA,01,1981,1981,12,1,257,O,303873,.,.,.,1
USA,01,1981,1981,TOT,1,257,O,3629238,.,.,.,1
USA,01,1982,1982,1,1,257,O,297823,.,.,.,1
USA,01,1982,1982,2,1,257,O,276899,.,.,.,1
USA,01,1982,1982,3,1,257,O,305811,.,.,.,1
USA,01,1982,1982,4,1,257,O,291446,.,.,.,1
USA,01,1982,1982,5,1,257,O,306232,.,.,.,1
USA,01,1982,1982,6,1,257,O,307842,.,.,.,1
USA,01,1982,1982,7,1,257,O,328528,.,.,.,1
USA,01,1982,1982,8,1,257,O,329182,.,.,.,1
USA,01,1982,1982,9,1,257,O,326619,.,.,.,1
USA,01,1982,1982,10,1,257,O,313982,.,.,.,1
USA,01,1982,1982,11,1,257,O,295992,.,.,.,1
USA,01,1982,1982,12,1,257,O,300181,.,.,.,1
USA,01,1982,1982,TOT,1,257,O,3680537,.,.,.,1
USA,01,1983,1983,1,1,257,O,297750,.,.,.,1
USA,01,1983,1983,2,1,257,O,276981,.,.,.,1
USA,01,1983,1983,3,1,257,O,310928,.,.,.,1
USA,01,1983,1983,4,1,257,O,293920,.,.,.,1
USA,01,1983,1983,5,1,257,O,303224,.,.,.,1
USA,01,1983,1983,6,1,257,O,303957,.,.,.,1
USA,01,1983,1983,7,1,257,O,317969,.,.,.,1
USA,01,1983,1983,8,1,257,O,323960,.,.,.,1
USA,01,1983,1983,9,1,257,O,314468,.,.,.,1
USA,01,1983,1983,10,1,257,O,305777,.,.,.,1
USA,01,1983,1983,11,1,257,O,290944,.,.,.,1
USA,01,1983,1983,12,1,257,O,299055,.,.,.,1
USA,01,1983,1983,TOT,1,257,O,3638933,.,.,.,1
USA,01,1984,1984,1,1,257,O,292200,.,.,.,1
USA,01,1984,1984,2,1,257,O,281564,.,.,.,1
USA,01,1984,1984,3,1,257,O,303970,.,.,.,1
USA,01,1984,1984,4,1,257,O,285823,.,.,.,1
USA,01,1984,1984,5,1,257,O,299395,.,.,.,1
USA,01,1984,1984,6,1,257,O,298889,.,.,.,1
USA,01,1984,1984,7,1,257,O,325516,.,.,.,1
USA,01,1984,1984,8,1,257,O,335222,.,.,.,1
USA,01,1984,1984,9,1,257,O,326454,.,.,.,1
USA,01,1984,1984,10,1,257,O,321371,.,.,.,1
USA,01,1984,1984,11,1,257,O,296816,.,.,.,1
USA,01,1984,1984,12,1,257,O,301921,.,.,.,1
USA,01,1984,1984,TOT,1,257,O,3669141,.,.,.,1
USA,01,1985,1985,1,1,257,O,304073,.,.,.,1
USA,01,1985,1985,2,1,257,O,281261,.,.,.,1
USA,01,1985,1985,3,1,257,O,310679,.,.,.,1
USA,01,1985,1985,4,1,257,O,301777,.,.,.,1
USA,01,1985,1985,5,1,257,O,317596,.,.,.,1
USA,01,1985,1985,6,1,257,O,308477,.,.,.,1
USA,01,1985,1985,7,1,257,O,333484,.,.,.,1
USA,01,1985,1985,8,1,257,O,336575,.,.,.,1
USA,01,1985,1985,9,1,257,O,331283,.,.,.,1
USA,01,1985,1985,10,1,257,O,322997,.,.,.,1
USA,01,1985,1985,11,1,257,O,301551,.,.,.,1
USA,01,1985,1985,12,1,257,O,310808,.,.,.,1
USA,01,1985,1985,TOT,1,257,O,3760561,.,.,.,1
USA,01,1986,1986,1,1,257,O,306183,.,.,.,1
USA,01,1986,1986,2,1,257,O,282526,.,.,.,1
USA,01,1986,1986,3,1,257,O,312394,.,.,.,1
USA,01,1986,1986,4,1,257,O,304103,.,.,.,1
USA,01,1986,1986,5,1,257,O,315975,.,.,.,1
USA,01,1986,1986,6,1,257,O,307668,.,.,.,1
USA,01,1986,1986,7,1,257,O,334499,.,.,.,1
USA,01,1986,1986,8,1,257,O,333875,.,.,.,1
USA,01,1986,1986,9,1,257,O,334196,.,.,.,1
USA,01,1986,1986,10,1,257,O,319134,.,.,.,1
USA,01,1986,1986,11,1,257,O,293252,.,.,.,1
USA,01,1986,1986,12,1,257,O,312742,.,.,.,1
USA,01,1986,1986,TOT,1,257,O,3756547,.,.,.,1
USA,01,1987,1987,1,1,257,O,305069,.,.,.,1
USA,01,1987,1987,2,1,257,O,283477,.,.,.,1
USA,01,1987,1987,3,1,257,O,317462,.,.,.,1
USA,01,1987,1987,4,1,257,O,307768,.,.,.,1
USA,01,1987,1987,5,1,257,O,319784,.,.,.,1
USA,01,1987,1987,6,1,257,O,321024,.,.,.,1
USA,01,1987,1987,7,1,257,O,336381,.,.,.,1
USA,01,1987,1987,8,1,257,O,331351,.,.,.,1
USA,01,1987,1987,9,1,257,O,334058,.,.,.,1
USA,01,1987,1987,10,1,257,O,326392,.,.,.,1
USA,01,1987,1987,11,1,257,O,306346,.,.,.,1
USA,01,1987,1987,12,1,257,O,320282,.,.,.,1
USA,01,1987,1987,TOT,1,257,O,3809394,.,.,.,1
USA,01,1988,1988,1,1,257,O,310214,.,.,.,1
USA,01,1988,1988,2,1,257,O,298464,.,.,.,1
USA,01,1988,1988,3,1,257,O,321920,.,.,.,1
USA,01,1988,1988,4,1,257,O,309185,.,.,.,1
USA,01,1988,1988,5,1,257,O,325953,.,.,.,1
USA,01,1988,1988,6,1,257,O,328868,.,.,.,1
USA,01,1988,1988,7,1,257,O,346417,.,.,.,1
USA,01,1988,1988,8,1,257,O,354165,.,.,.,1
USA,01,1988,1988,9,1,257,O,346855,.,.,.,1
USA,01,1988,1988,10,1,257,O,331220,.,.,.,1
USA,01,1988,1988,11,1,257,O,314321,.,.,.,1
USA,01,1988,1988,12,1,257,O,321928,.,.,.,1
USA,01,1988,1988,TOT,1,257,O,3909510,.,.,.,1
USA,01,1989,1989,1,1,257,O,320422,.,.,.,1
USA,01,1989,1989,2,1,257,O,300391,.,.,.,1
USA,01,1989,1989,3,1,257,O,339912,.,.,.,1
USA,01,1989,1989,4,1,257,O,318779,.,.,.,1
USA,01,1989,1989,5,1,257,O,336320,.,.,.,1
USA,01,1989,1989,6,1,257,O,338973,.,.,.,1
USA,01,1989,1989,7,1,257,O,356716,.,.,.,1
USA,01,1989,1989,8,1,257,O,366579,.,.,.,1
USA,01,1989,1989,9,1,257,O,357344,.,.,.,1
USA,01,1989,1989,10,1,257,O,344161,.,.,.,1
USA,01,1989,1989,11,1,257,O,325543,.,.,.,1
USA,01,1989,1989,12,1,257,O,335818,.,.,.,1
USA,01,1989,1989,TOT,1,257,O,4040958,.,.,.,1
USA,01,1990,1990,1,1,257,O,335274,.,.,.,1
USA,01,1990,1990,2,1,257,O,312611,.,.,.,1
USA,01,1990,1990,3,1,257,O,350614,.,.,.,1
USA,01,1990,1990,4,1,257,O,336382,.,.,.,1
USA,01,1990,1990,5,1,257,O,354114,.,.,.,1
USA,01,1990,1990,6,1,257,O,347355,.,.,.,1
USA,01,1990,1990,7,1,257,O,367670,.,.,.,1
USA,01,1990,1990,8,1,257,O,372516,.,.,.,1
USA,01,1990,1990,9,1,257,O,358682,.,.,.,1
USA,01,1990,1990,10,1,257,O,353166,.,.,.,1
USA,01,1990,1990,11,1,257,O,333146,.,.,.,1
USA,01,1990,1990,12,1,257,O,336682,.,.,.,1
USA,01,1990,1990,TOT,1,257,O,4158212,.,.,.,1
USA,01,1991,1991,1,1,257,O,335172,.,.,.,1
USA,01,1991,1991,2,1,257,O,309130,.,.,.,1
USA,01,1991,1991,3,1,257,O,344079,.,.,.,1
USA,01,1991,1991,4,1,257,O,335626,.,.,.,1
USA,01,1991,1991,5,1,257,O,353131,.,.,.,1
USA,01,1991,1991,6,1,257,O,334265,.,.,.,1
USA,01,1991,1991,7,1,257,O,362913,.,.,.,1
USA,01,1991,1991,8,1,257,O,366786,.,.,.,1
USA,01,1991,1991,9,1,257,O,356016,.,.,.,1
USA,01,1991,1991,10,1,257,O,348934,.,.,.,1
USA,01,1991,1991,11,1,257,O,323635,.,.,.,1
USA,01,1991,1991,12,1,257,O,341220,.,.,.,1
USA,01,1991,1991,TOT,1,257,O,4110907,.,.,.,1
USA,01,1992,1992,1,1,257,O,334045,.,.,.,1
USA,01,1992,1992,2,1,257,O,315448,.,.,.,1
USA,01,1992,1992,3,1,257,O,339518,.,.,.,1
USA,01,1992,1992,4,1,257,O,333373,.,.,.,1
USA,01,1992,1992,5,1,257,O,344137,.,.,.,1
USA,01,1992,1992,6,1,257,O,339664,.,.,.,1
USA,01,1992,1992,7,1,257,O,359112,.,.,.,1
USA,01,1992,1992,8,1,257,O,348949,.,.,.,1
USA,01,1992,1992,9,1,257,O,347547,.,.,.,1
USA,01,1992,1992,10,1,257,O,343546,.,.,.,1
USA,01,1992,1992,11,1,257,O,321943,.,.,.,1
USA,01,1992,1992,12,1,257,O,337732,.,.,.,1
USA,01,1992,1992,TOT,1,257,O,4065014,.,.,.,1
USA,01,1993,1993,1,1,257,O,323073,.,.,.,1
USA,01,1993,1993,2,1,257,O,304656,.,.,.,1
USA,01,1993,1993,3,1,257,O,342187,.,.,.,1
USA,01,1993,1993,4,1,257,O,327042,.,.,.,1
USA,01,1993,1993,5,1,257,O,335989,.,.,.,1
USA,01,1993,1993,6,1,257,O,335349,.,.,.,1
USA,01,1993,1993,7,1,257,O,352554,.,.,.,1
USA,01,1993,1993,8,1,257,O,350898,.,.,.,1
USA,01,1993,1993,9,1,257,O,348013,.,.,.,1
USA,01,1993,1993,10,1,257,O,332937,.,.,.,1
USA,01,1993,1993,11,1,257,O,316379,.,.,.,1
USA,01,1993,1993,12,1,257,O,331163,.,.,.,1
USA,01,1993,1993,TOT,1,257,O,4000240,.,.,.,1
USA,01,1994,1994,1,1,257,O,320705,.,.,.,1
USA,01,1994,1994,2,1,257,O,301327,.,.,.,1
USA,01,1994,1994,3,1,257,O,339736,.,.,.,1
USA,01,1994,1994,4,1,257,O,317392,.,.,.,1
USA,01,1994,1994,5,1,257,O,330295,.,.,.,1
USA,01,1994,1994,6,1,257,O,329737,.,.,.,1
USA,01,1994,1994,7,1,257,O,345862,.,.,.,1
USA,01,1994,1994,8,1,257,O,352173,.,.,.,1
USA,01,1994,1994,9,1,257,O,339223,.,.,.,1
USA,01,1994,1994,10,1,257,O,330172,.,.,.,1
USA,01,1994,1994,11,1,257,O,319397,.,.,.,1
USA,01,1994,1994,12,1,257,O,326748,.,.,.,1
USA,01,1994,1994,TOT,1,257,O,3952767,.,.,.,1
USA,01,1995,1995,1,1,257,O,316013,.,.,.,1
USA,01,1995,1995,2,1,257,O,295094,.,.,.,1
USA,01,1995,1995,3,1,257,O,328503,.,.,.,1
USA,01,1995,1995,4,1,257,O,309119,.,.,.,1
USA,01,1995,1995,5,1,257,O,334543,.,.,.,1
USA,01,1995,1995,6,1,257,O,329805,.,.,.,1
USA,01,1995,1995,7,1,257,O,340873,.,.,.,1
USA,01,1995,1995,8,1,257,O,350737,.,.,.,1
USA,01,1995,1995,9,1,257,O,339103,.,.,.,1
USA,01,1995,1995,10,1,257,O,330012,.,.,.,1
USA,01,1995,1995,11,1,257,O,310817,.,.,.,1
USA,01,1995,1995,12,1,257,O,314970,.,.,.,1
USA,01,1995,1995,TOT,1,257,O,3899589,.,.,.,1
USA,01,1996,1996,1,1,257,O,314283,.,.,.,1
USA,01,1996,1996,2,1,257,O,301763,.,.,.,1
USA,01,1996,1996,3,1,257,O,322581,.,.,.,1
USA,01,1996,1996,4,1,257,O,312595,.,.,.,1
USA,01,1996,1996,5,1,257,O,325708,.,.,.,1
USA,01,1996,1996,6,1,257,O,318525,.,.,.,1
USA,01,1996,1996,7,1,257,O,345162,.,.,.,1
USA,01,1996,1996,8,1,257,O,346317,.,.,.,1
USA,01,1996,1996,9,1,257,O,336348,.,.,.,1
USA,01,1996,1996,10,1,257,O,336346,.,.,.,1
USA,01,1996,1996,11,1,257,O,309397,.,.,.,1
USA,01,1996,1996,12,1,257,O,322469,.,.,.,1
USA,01,1996,1996,TOT,1,257,O,3891494,.,.,.,1
USA,01,1997,1997,1,1,257,O,317211,.,.,.,1
USA,01,1997,1997,2,1,257,O,291541,.,.,.,1
USA,01,1997,1997,3,1,257,O,321212,.,.,.,1
USA,01,1997,1997,4,1,257,O,314230,.,.,.,1
USA,01,1997,1997,5,1,257,O,330331,.,.,.,1
USA,01,1997,1997,6,1,257,O,321867,.,.,.,1
USA,01,1997,1997,7,1,257,O,346506,.,.,.,1
USA,01,1997,1997,8,1,257,O,339122,.,.,.,1
USA,01,1997,1997,9,1,257,O,333600,.,.,.,1
USA,01,1997,1997,10,1,257,O,328657,.,.,.,1
USA,01,1997,1997,11,1,257,O,307282,.,.,.,1
USA,01,1997,1997,12,1,257,O,329335,.,.,.,1
USA,01,1997,1997,TOT,1,257,O,3880894,.,.,.,1
USA,01,1998,1998,1,1,257,O,319340,.,.,.,1
USA,01,1998,1998,2,1,257,O,298711,.,.,.,1
USA,01,1998,1998,3,1,257,O,329436,.,.,.,1
USA,01,1998,1998,4,1,257,O,319758,.,.,.,1
USA,01,1998,1998,5,1,257,O,330519,.,.,.,1
USA,01,1998,1998,6,1,257,O,327091,.,.,.,1
USA,01,1998,1998,7,1,257,O,348651,.,.,.,1
USA,01,1998,1998,8,1,257,O,344736,.,.,.,1
USA,01,1998,1998,9,1,257,O,343384,.,.,.,1
USA,01,1998,1998,10,1,257,O,332790,.,.,.,1
USA,01,1998,1998,11,1,257,O,313241,.,.,.,1
USA,01,1998,1998,12,1,257,O,333896,.,.,.,1
USA,01,1998,1998,TOT,1,257,O,3941553,.,.,.,1
USA,01,1999,1999,1,1,257,O,319182,.,.,.,1
USA,01,1999,1999,2,1,257,O,297568,.,.,.,1
USA,01,1999,1999,3,1,257,O,332939,.,.,.,1
USA,01,1999,1999,4,1,257,O,316889,.,.,.,1
USA,01,1999,1999,5,1,257,O,328526,.,.,.,1
USA,01,1999,1999,6,1,257,O,332201,.,.,.,1
USA,01,1999,1999,7,1,257,O,349812,.,.,.,1
USA,01,1999,1999,8,1,257,O,351371,.,.,.,1
USA,01,1999,1999,9,1,257,O,349409,.,.,.,1
USA,01,1999,1999,10,1,257,O,332980,.,.,.,1
USA,01,1999,1999,11,1,257,O,315289,.,.,.,1
USA,01,1999,1999,12,1,257,O,333251,.,.,.,1
USA,01,1999,1999,TOT,1,257,O,3959417,.,.,.,1
USA,01,2000,2000,1,1,257,O,330108,.,.,.,1
USA,01,2000,2000,2,1,257,O,317377,.,.,.,1
USA,01,2000,2000,3,1,257,O,340553,.,.,.,1
USA,01,2000,2000,4,1,257,O,317180,.,.,.,1
USA,01,2000,2000,5,1,257,O,341207,.,.,.,1
USA,01,2000,2000,6,1,257,O,341206,.,.,.,1
USA,01,2000,2000,7,1,257,O,348975,.,.,.,1
USA,01,2000,2000,8,1,257,O,360080,.,.,.,1
USA,01,2000,2000,9,1,257,O,347609,.,.,.,1
USA,01,2000,2000,10,1,257,O,343921,.,.,.,1
USA,01,2000,2000,11,1,257,O,333811,.,.,.,1
USA,01,2000,2000,12,1,257,O,336787,.,.,.,1
USA,01,2000,2000,TOT,1,257,O,4058814,.,.,.,1
USA,01,2001,2001,1,1,257,O,335198,.,.,.,1
USA,01,2001,2001,2,1,257,O,303534,.,.,.,1
USA,01,2001,2001,3,1,257,O,338684,.,.,.,1
USA,01,2001,2001,4,1,257,O,323613,.,.,.,1
USA,01,2001,2001,5,1,257,O,344017,.,.,.,1
USA,01,2001,2001,6,1,257,O,331085,.,.,.,1
USA,01,2001,2001,7,1,257,O,351047,.,.,.,1
USA,01,2001,2001,8,1,257,O,361802,.,.,.,1
USA,01,2001,2001,9,1,257,O,342564,.,.,.,1
USA,01,2001,2001,10,1,257,O,344074,.,.,.,1
USA,01,2001,2001,11,1,257,O,323746,.,.,.,1
USA,01,2001,2001,12,1,257,O,326569,.,.,.,1
USA,01,2001,2001,TOT,1,257,O,4025933,.,.,.,1
USA,01,2002,2002,1,1,257,O,330674,.,.,.,1
USA,01,2002,2002,2,1,257,O,303977,.,.,.,1
USA,01,2002,2002,3,1,257,O,331505,.,.,.,1
USA,01,2002,2002,4,1,257,O,324432,.,.,.,1
USA,01,2002,2002,5,1,257,O,339007,.,.,.,1
USA,01,2002,2002,6,1,257,O,327588,.,.,.,1
USA,01,2002,2002,7,1,257,O,357669,.,.,.,1
USA,01,2002,2002,8,1,257,O,359417,.,.,.,1
USA,01,2002,2002,9,1,257,O,348814,.,.,.,1
USA,01,2002,2002,10,1,257,O,345814,.,.,.,1
USA,01,2002,2002,11,1,257,O,318573,.,.,.,1
USA,01,2002,2002,12,1,257,O,334256,.,.,.,1
USA,01,2002,2002,TOT,1,257,O,4021726,.,.,.,1
USA,01,2003,2003,1,1,257,O,329803,.,.,.,1
USA,01,2003,2003,2,1,257,O,307248,.,.,.,1
USA,01,2003,2003,3,1,257,O,336920,.,.,.,1
USA,01,2003,2003,4,1,257,O,330106,.,.,.,1
USA,01,2003,2003,5,1,257,O,346754,.,.,.,1
USA,01,2003,2003,6,1,257,O,337425,.,.,.,1
USA,01,2003,2003,7,1,257,O,364226,.,.,.,1
USA,01,2003,2003,8,1,257,O,360103,.,.,.,1
USA,01,2003,2003,9,1,257,O,359644,.,.,.,1
USA,01,2003,2003,10,1,257,O,354048,.,.,.,1
